null,0
(33.7433, -118.2934),39
(33.7433, -118.2945),80
(33.7433, -118.2956),11
(33.7433, -118.2967),17
(33.7433, -118.297),1
(33.7434, -118.2989),5
(33.7434, -118.2998),8
(33.7434, -118.3009),15
(33.7434, -118.3015),9
(33.7434, -118.302),23
(33.7434, -118.3043),26
(33.7434, -118.3065),32
(33.7434, -118.3087),6
(33.7434, -118.3097),1
(33.7434, -118.3098),81
(33.7434, -118.3151),8
(33.7437, -118.3013),4
(33.7437, -118.3108),4
(33.7439, -118.2601),5
(33.7439, -118.3137),10
(33.744, -118.3171),7
(33.7441, -118.2998),1
(33.7441, -118.3016),4
(33.7441, -118.3023),23
(33.7441, -118.3043),5
(33.7441, -118.3117),8
(33.7441, -118.3127),3
(33.7441, -118.318),9
(33.7442, -118.2796),69
(33.7442, -118.2804),44
(33.7442, -118.2813),91
(33.7442, -118.2817),11
(33.7442, -118.2835),34
(33.7442, -118.2848),2
(33.7442, -118.2857),87
(33.7442, -118.2879),107
(33.7442, -118.2901),94
(33.7442, -118.2923),15
(33.7442, -118.2989),1
(33.7442, -118.3043),19
(33.7442, -118.3065),38
(33.7442, -118.3087),9
(33.7443, -118.3088),53
(33.7444, -118.316),14
(33.7445, -118.2923),1
(33.7446, -118.2587),28
(33.7446, -118.2945),2
(33.7446, -118.2967),14
(33.7446, -118.3097),58
(33.7447, -118.2923),65
(33.7447, -118.2945),79
(33.7447, -118.2979),25
(33.7447, -118.2989),36
(33.7447, -118.2999),12
(33.7447, -118.302),9
(33.7447, -118.3151),8
(33.7449, -118.3109),16
(33.745, -118.2796),2
(33.745, -118.2804),6
(33.7451, -118.2817),52
(33.7451, -118.2835),66
(33.7451, -118.2857),65
(33.7451, -118.2879),57
(33.7451, -118.2901),51
(33.7451, -118.2923),5
(33.7451, -118.3141),15
(33.7452, -118.302),6
(33.7452, -118.3043),22
(33.7452, -118.3064),12
(33.7452, -118.3087),6
(33.7452, -118.3119),2
(33.7452, -118.3129),3
(33.7454, -118.3171),6
(33.7455, -118.2923),14
(33.7456, -118.2835),2
(33.7456, -118.2923),23
(33.7456, -118.2934),2
(33.7456, -118.2945),89
(33.7456, -118.2967),37
(33.7456, -118.2989),21
(33.7456, -118.3117),1
(33.7456, -118.3161),7
(33.7457, -118.2612),3
(33.7457, -118.3005),11
(33.7457, -118.302),6
(33.7458, -118.3152),3
(33.7458, -118.318),6
(33.746, -118.2796),21
(33.746, -118.2804),15
(33.746, -118.2817),98
(33.746, -118.2835),30
(33.746, -118.284),1
(33.746, -118.2857),62
(33.746, -118.2879),35
(33.746, -118.2901),32
(33.746, -118.2917),3
(33.746, -118.2923),27
(33.746, -118.3142),3
(33.7461, -118.2923),4
(33.7462, -118.2967),1
(33.7462, -118.302),38
(33.7462, -118.3042),26
(33.7462, -118.3064),17
(33.7462, -118.3087),3
(33.7463, -118.2804),11
(33.7464, -118.2924),2
(33.7464, -118.2989),10
(33.7464, -118.3108),14
(33.7465, -118.2796),3
(33.7465, -118.2801),2
(33.7465, -118.3096),34
(33.7466, -118.3122),6
(33.7467, -118.2924),1
(33.7468, -118.275),4
(33.7468, -118.2935),21
(33.7468, -118.2945),16
(33.7468, -118.2967),44
(33.7468, -118.2989),15
(33.7468, -118.3131),1
(33.7468, -118.3135),4
(33.7469, -118.2817),57
(33.7469, -118.282),1
(33.7469, -118.2835),60
(33.7469, -118.2857),31
(33.7469, -118.2868),30
(33.7469, -118.2879),25
(33.7469, -118.2901),29
(33.7469, -118.2928),6
(33.747, -118.2923),4
(33.747, -118.3028),8
(33.747, -118.3042),16
(33.747, -118.3064),19
(33.747, -118.3087),2
(33.7471, -118.3105),1
(33.7472, -118.2926),51
(33.7472, -118.3096),13
(33.7473, -118.2621),2
(33.7473, -118.3096),1
(33.7474, -118.2799),6
(33.7474, -118.3011),19
(33.7475, -118.3096),1
(33.7476, -118.2935),6
(33.7476, -118.2948),3
(33.7476, -118.2953),27
(33.7476, -118.2967),40
(33.7476, -118.2989),48
(33.7476, -118.2992),1
(33.7477, -118.2929),52
(33.7478, -118.2817),28
(33.7478, -118.2835),40
(33.7478, -118.2856),1
(33.7478, -118.2857),2
(33.7478, -118.2879),33
(33.7478, -118.302),3
(33.7478, -118.3028),8
(33.7478, -118.3041),1
(33.7478, -118.3042),18
(33.7478, -118.3064),2
(33.7478, -118.3095),2
(33.7479, -118.279),2
(33.7479, -118.3095),1
(33.748, -118.2801),1
(33.748, -118.2922),2
(33.7483, -118.2931),84
(33.7484, -118.2923),20
(33.7484, -118.2933),27
(33.7484, -118.2936),2
(33.7484, -118.2943),1
(33.7484, -118.2948),21
(33.7484, -118.2967),23
(33.7485, -118.2803),104
(33.7485, -118.2989),19
(33.7485, -118.3011),2
(33.7486, -118.2803),4
(33.7486, -118.2804),2
(33.7486, -118.2805),24
(33.7486, -118.3011),6
(33.7486, -118.3028),20
(33.7487, -118.3094),2
(33.7488, -118.2946),1
(33.7489, -118.2798),108
(33.7489, -118.2908),1
(33.749, -118.2796),1
(33.7491, -118.3116),1
(33.7492, -118.2632),3
(33.7492, -118.2742),6
(33.7492, -118.2807),1
(33.7492, -118.2923),3
(33.7492, -118.2943),19
(33.7492, -118.2967),36
(33.7492, -118.2989),19
(33.7493, -118.2876),17
(33.7493, -118.2918),3
(33.7493, -118.3002),2
(33.7495, -118.2932),10
(33.7495, -118.3011),11
(33.7496, -118.2739),2
(33.7496, -118.281),1
(33.7496, -118.2811),11
(33.7496, -118.2989),6
(33.7497, -118.3093),1
(33.7498, -118.2782),1
(33.7498, -118.2944),4
(33.7499, -118.2875),26
(33.75, -118.2885),13
(33.75, -118.292),6
(33.75, -118.2923),10
(33.75, -118.2967),43
(33.75, -118.3092),1
(33.7501, -118.2846),4
(33.7501, -118.3092),89
(33.7502, -118.3001),3
(33.7502, -118.3103),1
(33.7503, -118.2881),1
(33.7503, -118.2945),21
(33.7503, -118.3011),8
(33.7505, -118.284),3
(33.7506, -118.2932),4
(33.7508, -118.2835),1
(33.7508, -118.2901),19
(33.7508, -118.2967),4
(33.7509, -118.2761),3
(33.7509, -118.2879),39
(33.7509, -118.2922),2
(33.7509, -118.2923),10
(33.751, -118.258),1
(33.751, -118.3011),6
(33.7511, -118.2872),7
(33.7511, -118.2962),10
(33.7511, -118.3091),82
(33.7512, -118.2846),3
(33.7512, -118.3091),1
(33.7515, -118.2824),3
(33.7515, -118.2962),9
(33.7516, -118.2511),3
(33.7517, -118.2931),13
(33.7518, -118.2507),11
(33.7519, -118.2491),4
(33.7519, -118.2895),2
(33.7521, -118.2507),2
(33.7521, -118.2901),7
(33.7522, -118.3089),202
(33.7524, -118.2888),7
(33.7525, -118.3008),2
(33.7526, -118.2975),6
(33.7529, -118.293),3
(33.7529, -118.2943),6
(33.7529, -118.2946),9
(33.7529, -118.2956),10
(33.7529, -118.2967),8
(33.7529, -118.2971),2
(33.7529, -118.2984),1
(33.7529, -118.2989),17
(33.7529, -118.2993),9
(33.7529, -118.3049),14
(33.753, -118.293),6
(33.7537, -118.309),53
(33.7538, -118.2905),26
(33.7538, -118.2908),1
(33.7538, -118.2911),2
(33.7538, -118.2912),2
(33.7538, -118.2914),2
(33.7538, -118.2922),15
(33.7538, -118.2923),79
(33.7538, -118.2945),10
(33.7538, -118.2955),4
(33.7538, -118.2967),16
(33.7539, -118.2967),1
(33.7539, -118.2988),46
(33.754, -118.2521),1
(33.754, -118.3048),180
(33.7542, -118.3004),1
(33.7542, -118.3071),76
(33.7544, -118.299),8
(33.7544, -118.3042),1
(33.7545, -118.3024),11
(33.7547, -118.2964),2
(33.7547, -118.2967),20
(33.7547, -118.299),81
(33.7547, -118.3011),74
(33.7548, -118.2915),3
(33.7548, -118.2922),34
(33.7548, -118.2934),1
(33.7549, -118.3061),36
(33.7551, -118.2544),13
(33.7551, -118.2956),6
(33.7551, -118.2967),1
(33.7552, -118.2945),1
(33.7552, -118.3021),4
(33.7552, -118.3038),1
(33.7553, -118.3056),3
(33.7554, -118.2956),17
(33.7555, -118.2967),27
(33.7556, -118.2922),31
(33.7556, -118.2944),1
(33.7557, -118.3042),12
(33.7558, -118.2992),1
(33.7559, -118.3047),1
(33.756, -118.3045),2
(33.756, -118.3063),1
(33.7562, -118.2993),13
(33.7562, -118.3065),283
(33.7563, -118.2975),9
(33.7564, -118.2958),13
(33.7566, -118.2513),3
(33.7566, -118.2967),21
(33.7566, -118.307),4
(33.7569, -118.3026),43
(33.7571, -118.2923),19
(33.7574, -118.2721),2
(33.7574, -118.2968),14
(33.7575, -118.2663),1
(33.7576, -118.3009),78
(33.7577, -118.2884),209
(33.7578, -118.272),1
(33.7578, -118.2923),44
(33.7578, -118.2958),5
(33.7579, -118.297),2
(33.758, -118.2481),3
(33.7581, -118.2719),3
(33.7582, -118.3006),2
(33.7585, -118.2718),3
(33.7585, -118.2996),8
(33.7586, -118.2281),1
(33.7588, -118.2737),1
(33.7588, -118.2951),26
(33.7589, -118.2458),1
(33.7589, -118.2737),1
(33.7589, -118.2872),17
(33.759, -118.2649),3
(33.759, -118.2939),3
(33.7591, -118.2979),17
(33.7591, -118.3009),7
(33.7592, -118.2926),26
(33.7592, -118.2982),13
(33.7592, -118.2992),16
(33.7592, -118.3001),3
(33.7594, -118.297),7
(33.7596, -118.0926),1
(33.7596, -118.2961),6
(33.7596, -118.2983),8
(33.7597, -118.2952),37
(33.7601, -118.2928),427
(33.7601, -118.3012),9
(33.7602, -118.2969),5
(33.7603, -118.2422),1
(33.7603, -118.2995),5
(33.7603, -118.3004),8
(33.7604, -118.2639),6
(33.7604, -118.2954),16
(33.7607, -118.2987),2
(33.7609, -118.2971),12
(33.7611, -118.2929),24
(33.7611, -118.2955),6
(33.7612, -118.3016),12
(33.7613, -118.2819),32
(33.7613, -118.3008),13
(33.7614, -118.2989),7
(33.7615, -118.1481),1
(33.7615, -118.2999),13
(33.7615, -118.3055),46
(33.7617, -118.2974),12
(33.7617, -118.303),22
(33.7617, -118.3034),18
(33.7617, -118.3037),59
(33.7617, -118.306),31
(33.7618, -118.2965),11
(33.7619, -118.2956),22
(33.7619, -118.3064),12
(33.762, -118.2931),39
(33.7622, -118.3019),7
(33.7624, -118.1448),1
(33.7624, -118.3011),7
(33.7626, -118.2687),35
(33.7626, -118.3002),8
(33.7626, -118.3083),54
(33.7627, -118.2666),8
(33.7628, -118.2993),7
(33.7628, -118.3072),8
(33.7629, -118.3061),2
(33.7631, -118.305),8
(33.7631, -118.3116),9
(33.7632, -118.2577),1
(33.7632, -118.3116),3
(33.7633, -118.3039),38
(33.7634, -118.3027),2
(33.7635, -118.3011),14
(33.7635, -118.3115),1
(33.7636, -118.2961),25
(33.7636, -118.2994),10
(33.7637, -118.3114),2
(33.7638, -118.1593),2
(33.7638, -118.2939),18
(33.7638, -118.2945),2
(33.7638, -118.2948),39
(33.7639, -118.2934),154
(33.764, -118.3113),5
(33.7641, -118.2978),6
(33.7641, -118.3026),5
(33.7642, -118.2962),9
(33.7642, -118.3026),1
(33.7642, -118.3081),29
(33.7643, -118.301),6
(33.7643, -118.3072),13
(33.7644, -118.2994),1
(33.7644, -118.3063),12
(33.7645, -118.3112),1
(33.7646, -118.3054),17
(33.7647, -118.2577),4
(33.7647, -118.3045),26
(33.7648, -118.2964),8
(33.7648, -118.3027),15
(33.7648, -118.3111),30
(33.7649, -118.3011),14
(33.7649, -118.3076),33
(33.765, -118.2484),5
(33.765, -118.2995),21
(33.765, -118.311),4
(33.7651, -118.2573),1
(33.7652, -118.311),4
(33.7652, -118.3348),1
(33.7653, -118.3047),12
(33.7654, -118.2476),5
(33.7655, -118.2936),7
(33.7655, -118.3109),37
(33.7656, -118.246),1
(33.7656, -118.2641),2
(33.7656, -118.2967),5
(33.7656, -118.3013),6
(33.7656, -118.3021),14
(33.7656, -118.3072),1
(33.7657, -118.2981),9
(33.7657, -118.2995),3
(33.7657, -118.3004),25
(33.7657, -118.3108),94
(33.7658, -118.2468),15
(33.7659, -118.2491),8
(33.7661, -118.2497),2
(33.7663, -118.1302),4
(33.7663, -118.245),7
(33.7663, -118.3106),10
(33.7663, -118.3107),2
(33.7664, -118.2496),1
(33.7664, -118.2567),1
(33.7664, -118.257),4
(33.7665, -118.2474),2
(33.7666, -118.2436),4
(33.7666, -118.2484),1
(33.7666, -118.264),1
(33.7666, -118.2642),1
(33.7666, -118.3017),2
(33.7666, -118.3123),1
(33.7667, -118.2431),27
(33.7667, -118.2494),2
(33.7668, -118.2608),6
(33.7669, -118.2608),1
(33.767, -118.4114),1
(33.7671, -118.3031),4
(33.7672, -118.294),1
(33.7673, -118.248),6
(33.7674, -118.2404),1
(33.7674, -118.2685),1
(33.7676, -118.3044),1
(33.7681, -118.1937),6
(33.7685, -118.2609),1
(33.7688, -118.2492),2
(33.7691, -118.2642),1
(33.7691, -118.2668),1
(33.7694, -118.2955),53
(33.7695, -118.2612),9
(33.7697, -118.2656),1
(33.7698, -118.2629),4
(33.7699, -118.2613),10
(33.7699, -118.2682),1
(33.77, -118.3078),1
(33.7701, -118.3088),2
(33.7703, -118.2787),6
(33.7703, -118.3095),1
(33.7705, -118.1937),1
(33.7705, -118.2761),1
(33.7706, -118.2748),1
(33.7707, -118.2407),3
(33.7707, -118.251),1
(33.7707, -118.2722),9
(33.7707, -118.2734),2
(33.7708, -118.2709),1
(33.7709, -118.2683),5
(33.7709, -118.2696),2
(33.7709, -118.2786),4
(33.771, -118.2669),2
(33.771, -118.2748),2
(33.7711, -118.2644),7
(33.7711, -118.2657),5
(33.7712, -118.263),4
(33.7713, -118.2618),18
(33.7713, -118.2621),1
(33.7714, -118.2592),14
(33.7714, -118.2605),11
(33.7714, -118.2735),4
(33.7715, -118.2578),2
(33.7716, -118.2697),1
(33.7717, -118.1481),2
(33.7717, -118.1578),1
(33.7717, -118.1667),3
(33.7717, -118.1824),2
(33.7717, -118.2557),1
(33.7718, -118.2786),9
(33.7719, -118.2645),1
(33.7719, -118.2775),19
(33.772, -118.2762),30
(33.7721, -118.2736),168
(33.7721, -118.2749),13
(33.7722, -118.2723),53
(33.7723, -118.2697),38
(33.7723, -118.271),72
(33.7724, -118.2684),87
(33.7724, -118.269),2
(33.7725, -118.2658),40
(33.7725, -118.2664),1
(33.7725, -118.2671),7
(33.7725, -118.2674),11
(33.7726, -118.1481),4
(33.7726, -118.2638),1
(33.7726, -118.2645),18
(33.7727, -118.2619),60
(33.7727, -118.2625),2
(33.7727, -118.2632),31
(33.7728, -118.2606),22
(33.7729, -118.258),9
(33.7729, -118.2593),11
(33.7729, -118.2724),1
(33.773, -118.1195),5
(33.773, -118.1824),4
(33.773, -118.2567),10
(33.773, -118.2671),6
(33.7731, -118.2554),24
(33.7731, -118.2749),47
(33.7731, -118.3093),9
(33.7732, -118.2541),7
(33.7733, -118.2528),2
(33.7733, -118.2776),36
(33.7733, -118.2786),11
(33.7734, -118.2763),42
(33.7734, -118.2768),12
(33.7734, -118.2955),2
(33.7735, -118.1481),9
(33.7735, -118.2737),110
(33.7735, -118.2749),89
(33.7736, -118.2528),2
(33.7736, -118.2724),46
(33.7736, -118.273),4
(33.7737, -118.2698),4
(33.7737, -118.2704),18
(33.7737, -118.2711),67
(33.7737, -118.2712),2
(33.7738, -118.2685),20
(33.7738, -118.2698),50
(33.7739, -118.2672),34
(33.7739, -118.2678),174
(33.774, -118.241),5
(33.774, -118.2659),27
(33.774, -118.266),1
(33.7741, -118.1824),3
(33.7741, -118.2633),64
(33.7741, -118.2639),3
(33.7741, -118.2646),47
(33.7742, -118.262),142
(33.7742, -118.2626),4
(33.7743, -118.2594),11
(33.7743, -118.2607),21
(33.7744, -118.2581),13
(33.7744, -118.2764),1
(33.7745, -118.1667),1
(33.7745, -118.2411),4
(33.7745, -118.2555),19
(33.7745, -118.2568),7
(33.7746, -118.2542),22
(33.7747, -118.2528),5
(33.7747, -118.2529),1
(33.7747, -118.2788),3
(33.7747, -118.2802),3
(33.7748, -118.2507),1
(33.7748, -118.277),8
(33.7748, -118.2777),25
(33.7748, -118.2783),1
(33.7749, -118.2738),6
(33.7749, -118.275),42
(33.7749, -118.2764),104
(33.775, -118.2738),24
(33.7751, -118.2712),24
(33.7751, -118.2725),116
(33.7752, -118.2699),53
(33.7753, -118.1481),2
(33.7753, -118.2456),177
(33.7753, -118.2686),56
(33.7754, -118.266),58
(33.7754, -118.2673),17
(33.7754, -118.2765),1
(33.7755, -118.2647),20
(33.7755, -118.2803),7
(33.7755, -118.2959),11
(33.7756, -118.2621),92
(33.7756, -118.2634),46
(33.7757, -118.2608),172
(33.7757, -118.2609),3
(33.7757, -118.2739),4
(33.7757, -118.2783),11
(33.7758, -118.2582),10
(33.7758, -118.2726),7
(33.7758, -118.273),3
(33.7759, -118.2569),20
(33.776, -118.2543),10
(33.776, -118.2556),5
(33.7761, -118.2529),3
(33.7761, -118.2783),10
(33.7762, -118.2504),3
(33.7762, -118.2517),8
(33.7762, -118.2765),1
(33.7762, -118.2778),7
(33.7762, -118.2783),3
(33.7763, -118.2765),18
(33.7764, -118.2751),30
(33.7764, -118.2752),15
(33.7764, -118.2804),8
(33.7765, -118.2726),34
(33.7765, -118.2739),121
(33.7765, -118.274),5
(33.7765, -118.2742),4
(33.7765, -118.2783),1
(33.7765, -118.2789),7
(33.7766, -118.2491),6
(33.7766, -118.2713),59
(33.7766, -118.2959),7
(33.7767, -118.2413),44
(33.7767, -118.2687),58
(33.7767, -118.27),175
(33.7768, -118.2674),67
(33.7769, -118.2648),30
(33.7769, -118.2661),63
(33.777, -118.2635),38
(33.777, -118.2766),24
(33.777, -118.2779),1
(33.7771, -118.1481),1
(33.7771, -118.2616),4
(33.7771, -118.2622),77
(33.7771, -118.2629),5
(33.7771, -118.2753),16
(33.7772, -118.1535),1
(33.7772, -118.2596),4
(33.7772, -118.2609),51
(33.7772, -118.274),7
(33.7772, -118.2812),14
(33.7772, -118.2817),1
(33.7773, -118.2583),3
(33.7773, -118.2795),2
(33.7773, -118.2807),8
(33.7774, -118.257),3
(33.7774, -118.2783),1
(33.7775, -118.2544),5
(33.7776, -118.2518),3
(33.7776, -118.253),2
(33.7776, -118.2531),1
(33.7776, -118.2959),1
(33.7777, -118.2505),19
(33.7777, -118.2779),37
(33.7777, -118.278),1
(33.7777, -118.2783),3
(33.7778, -118.2492),19
(33.7778, -118.2753),48
(33.7778, -118.2766),44
(33.7778, -118.2767),1
(33.7779, -118.2727),2
(33.7779, -118.274),99
(33.7779, -118.2741),2
(33.778, -118.2727),85
(33.778, -118.2728),6
(33.7781, -118.1481),3
(33.7781, -118.2701),42
(33.7781, -118.2714),88
(33.7781, -118.2715),2
(33.7781, -118.2808),16
(33.7782, -118.248),17
(33.7782, -118.2682),1
(33.7782, -118.2688),23
(33.7782, -118.2689),2
(33.7782, -118.2695),3
(33.7783, -118.2662),45
(33.7783, -118.2675),58
(33.7783, -118.2754),2
(33.7784, -118.2646),1
(33.7784, -118.2649),21
(33.7784, -118.265),2
(33.7784, -118.3018),7
(33.7785, -118.2623),61
(33.7785, -118.263),8
(33.7785, -118.2636),53
(33.7785, -118.3041),12
(33.7786, -118.261),31
(33.7786, -118.2617),3
(33.7786, -118.2795),3
(33.7787, -118.2584),16
(33.7787, -118.2597),8
(33.7788, -118.2571),9
(33.7788, -118.2846),11
(33.7789, -118.2558),8
(33.7789, -118.2809),2
(33.7789, -118.2829),6
(33.779, -118.1481),1
(33.779, -118.1807),1
(33.779, -118.2532),12
(33.779, -118.2545),5
(33.779, -118.2795),2
(33.779, -118.2802),1
(33.779, -118.2803),10
(33.779, -118.2809),22
(33.779, -118.3095),7
(33.7791, -118.2415),6
(33.7791, -118.2519),10
(33.7791, -118.2782),34
(33.7791, -118.2795),27
(33.7792, -118.2493),184
(33.7792, -118.2506),40
(33.7792, -118.2768),74
(33.7792, -118.2802),2
(33.7793, -118.248),24
(33.7793, -118.2748),8
(33.7793, -118.2755),84
(33.7793, -118.2912),1
(33.7793, -118.3096),3
(33.7794, -118.2465),1
(33.7794, -118.2467),12
(33.7794, -118.2598),3
(33.7794, -118.2728),66
(33.7794, -118.2729),40
(33.7794, -118.2742),137
(33.7794, -118.2745),1
(33.7794, -118.2819),2
(33.7795, -118.2711),30
(33.7795, -118.2714),44
(33.7795, -118.2715),87
(33.7795, -118.2723),37
(33.7796, -118.2689),54
(33.7796, -118.2699),89
(33.7796, -118.2702),60
(33.7796, -118.3096),30
(33.7797, -118.2675),62
(33.7797, -118.2676),45
(33.7797, -118.2687),66
(33.7797, -118.2688),12
(33.7797, -118.2768),1
(33.7798, -118.2656),121
(33.7798, -118.2663),21
(33.7798, -118.2665),80
(33.7799, -118.2637),125
(33.7799, -118.2644),3
(33.7799, -118.2648),127
(33.7799, -118.2649),13
(33.7799, -118.265),166
(33.7799, -118.281),19
(33.7799, -118.3045),12
(33.78, -118.2618),36
(33.78, -118.2619),2
(33.78, -118.2624),361
(33.78, -118.2631),15
(33.78, -118.2711),5
(33.78, -118.2781),18
(33.78, -118.3079),3
(33.7801, -118.2598),45
(33.7801, -118.2608),44
(33.7801, -118.2611),82
(33.7801, -118.3016),25
(33.7802, -118.258),26
(33.7802, -118.2585),1
(33.7802, -118.2593),40
(33.7802, -118.2934),1
(33.7803, -118.2559),16
(33.7803, -118.2572),9
(33.7803, -118.2573),27
(33.7804, -118.255),24
(33.7804, -118.2649),1
(33.7804, -118.2796),2
(33.7805, -118.2525),7
(33.7805, -118.2527),1
(33.7805, -118.2533),32
(33.7805, -118.254),19
(33.7805, -118.2781),26
(33.7805, -118.3046),22
(33.7806, -118.2503),12
(33.7806, -118.2507),27
(33.7806, -118.2514),12
(33.7806, -118.2515),5
(33.7806, -118.252),3
(33.7806, -118.2769),20
(33.7806, -118.2781),1
(33.7806, -118.3083),1
(33.7807, -118.2494),45
(33.7807, -118.2749),2
(33.7807, -118.2756),20
(33.7807, -118.2757),1
(33.7808, -118.1486),4
(33.7808, -118.1823),1
(33.7808, -118.2468),15
(33.7808, -118.2475),89
(33.7808, -118.2481),13
(33.7808, -118.2484),20
(33.7808, -118.2666),6
(33.7808, -118.273),27
(33.7808, -118.2736),1
(33.7808, -118.2743),148
(33.7808, -118.3037),4
(33.7808, -118.3098),7
(33.7809, -118.2446),2
(33.7809, -118.2452),21
(33.7809, -118.2455),1
(33.7809, -118.246),20
(33.7809, -118.2649),31
(33.7809, -118.2712),45
(33.7809, -118.2724),48
(33.7809, -118.3028),3
(33.7809, -118.3079),1
(33.781, -118.2436),5
(33.781, -118.27),65
(33.781, -118.2956),19
(33.781, -118.2983),3
(33.781, -118.307),8
(33.7811, -118.2428),28
(33.7811, -118.2676),21
(33.7811, -118.2688),37
(33.7811, -118.2689),3
(33.7812, -118.2408),9
(33.7812, -118.2417),13
(33.7812, -118.2625),132
(33.7812, -118.2632),1
(33.7812, -118.2638),58
(33.7813, -118.2609),72
(33.7813, -118.2619),8
(33.7813, -118.3048),17
(33.7814, -118.2594),72
(33.7814, -118.2602),1
(33.7814, -118.3099),2
(33.7815, -118.2373),2
(33.7815, -118.265),133
(33.7815, -118.2667),38
(33.7816, -118.2354),1
(33.7816, -118.2387),2
(33.7817, -118.2334),13
(33.7817, -118.2344),8
(33.7817, -118.2574),67
(33.7817, -118.2667),7
(33.7817, -118.2976),8
(33.7817, -118.3041),20
(33.7817, -118.3099),9
(33.7818, -118.2324),12
(33.7818, -118.2366),1
(33.7818, -118.2551),19
(33.7818, -118.265),58
(33.7818, -118.3028),2
(33.7818, -118.3038),9
(33.7818, -118.309),11
(33.7819, -118.2314),26
(33.7819, -118.2526),69
(33.782, -118.2294),4
(33.782, -118.2304),11
(33.782, -118.2515),18
(33.782, -118.2801),62
(33.782, -118.3003),21
(33.7821, -118.2283),7
(33.7821, -118.2446),3
(33.7821, -118.2504),12
(33.7821, -118.277),18
(33.7821, -118.278),22
(33.7821, -118.2976),63
(33.7821, -118.3007),5
(33.7822, -118.2273),1
(33.7822, -118.2409),2
(33.7822, -118.2418),3
(33.7822, -118.2429),6
(33.7822, -118.2485),20
(33.7822, -118.2495),16
(33.7822, -118.2751),6
(33.7822, -118.2757),42
(33.7822, -118.309),1
(33.7823, -118.2418),12
(33.7823, -118.2469),1
(33.7823, -118.2476),51
(33.7823, -118.2731),64
(33.7823, -118.2737),2
(33.7823, -118.2744),121
(33.7823, -118.307),9
(33.7823, -118.3079),5
(33.7824, -118.238),3
(33.7824, -118.2389),20
(33.7824, -118.2409),5
(33.7824, -118.2462),16
(33.7824, -118.2712),65
(33.7824, -118.2713),8
(33.7824, -118.2719),45
(33.7824, -118.272),4
(33.7824, -118.2725),2
(33.7824, -118.306),3
(33.7824, -118.307),1
(33.7825, -118.2389),10
(33.7825, -118.2399),3
(33.7825, -118.2701),49
(33.7825, -118.2703),1
(33.7825, -118.3001),1
(33.7825, -118.3049),2
(33.7826, -118.2355),6
(33.7826, -118.236),1
(33.7826, -118.2379),1
(33.7826, -118.2678),11
(33.7826, -118.2684),40
(33.7826, -118.2686),1
(33.7826, -118.2687),2
(33.7826, -118.2689),6
(33.7826, -118.2691),54
(33.7826, -118.2692),1
